Samples,profile_id,latitude,longitude,BD (g/cm3),SOC (g/kg),SOCD (kg/m2),upper_dept,lower_dept,Depth,DEM,NDVI,MAT,MAP,PET,AI,pH,Sand,Silt,Clay,CLCD,SOCD__meth,References,Year
18209,5171,36.07,109.14,0,0,4.87,0,20,10,1273.39 ,0.48 ,8.93 ,43.27 ,1281.78 ,0.40 ,7.79 ,20.73 ,59.58 ,77.88 ,2,Prediction,"Xu et al., 2018",2014
18210,5171,36.07,109.14,0,0,11.11,0,100,50,1273.39 ,0.48 ,8.93 ,43.27 ,1281.78 ,0.40 ,7.83 ,17.01 ,61.92 ,78.33 ,2,Prediction,"Xu et al., 2018",2014
18211,5172,47.23,126.51,0,0,5.89,0,20,10,165.00 ,0.34 ,2.56 ,42.08 ,1050.00 ,0.48 ,7.06 ,6.00 ,62.78 ,70.62 ,5,Prediction,"Xu et al., 2018",2014
18212,5172,47.23,126.51,0,0,16.35,0,100,50,165.00 ,0.34 ,2.56 ,42.08 ,1050.00 ,0.48 ,7.24 ,8.38 ,61.63 ,72.41 ,5,Prediction,"Xu et al., 2018",2014
18213,5173,42.09,116.45,0,0,9.01,0,20,10,1289.00 ,0.33 ,2.73 ,33.92 ,1219.00 ,0.33 ,7.76 ,42.91 ,37.80 ,77.57 ,4,Prediction,"Xu et al., 2018",2014
18214,5173,42.09,116.45,0,0,22.57,0,100,50,1289.00 ,0.33 ,2.73 ,33.92 ,1219.00 ,0.33 ,7.85 ,43.23 ,38.71 ,78.53 ,4,Prediction,"Xu et al., 2018",2014
18215,5174,42.55,116.65,0,0,10.95,0,20,10,1381.92 ,0.30 ,1.59 ,31.80 ,1181.86 ,0.32 ,7.98 ,53.13 ,29.52 ,79.78 ,4,Prediction,"Xu et al., 2018",2014
18216,5174,42.55,116.65,0,0,24.32,0,100,50,1381.92 ,0.30 ,1.59 ,31.80 ,1181.86 ,0.32 ,8.17 ,52.71 ,30.53 ,81.71 ,4,Prediction,"Xu et al., 2018",2014
18217,5175,42.35,117.05,0,0,12.45,0,20,10,1434.62 ,0.31 ,1.57 ,35.04 ,1145.24 ,0.37 ,7.08 ,51.84 ,28.51 ,70.78 ,4,Prediction,"Xu et al., 2018",2014
18218,5176,18.6717,109.8939,0,0,1.69,0,20,10,356.32 ,0.55 ,23.83 ,131.92 ,1591.00 ,0.99 ,5.17 ,49.59 ,29.48 ,51.70 ,2,Prediction,"Xu et al., 2018",2014
18219,5176,18.6717,109.8939,0,0,7.54,0,100,50,356.32 ,0.55 ,23.83 ,131.92 ,1591.00 ,0.99 ,5.31 ,46.58 ,31.39 ,53.09 ,2,Prediction,"Xu et al., 2018",2014
18220,5177,18.6717,109.8969,0,0,2.35,0,20,10,324.60 ,0.61 ,23.83 ,131.92 ,1591.00 ,0.99 ,5.17 ,49.47 ,29.39 ,51.67 ,2,Prediction,"Xu et al., 2018",2014
18221,5177,18.6717,109.8969,0,0,7.25,0,100,50,324.60 ,0.61 ,23.83 ,131.92 ,1591.00 ,0.99 ,5.28 ,46.30 ,31.43 ,52.79 ,2,Prediction,"Xu et al., 2018",2014
18222,5178,18.6975,109.8969,0,0,4.43,0,20,10,737.94 ,0.59 ,21.65 ,140.08 ,1469.00 ,1.14 ,4.84 ,43.90 ,31.33 ,48.36 ,2,Prediction,"Xu et al., 2018",2014
18223,5178,18.6975,109.8969,0,0,15.77,0,100,50,737.94 ,0.59 ,21.65 ,140.08 ,1469.00 ,1.14 ,5.00 ,41.99 ,31.16 ,50.03 ,2,Prediction,"Xu et al., 2018",2014
18224,5179,18.675,109.8739,0,0,4.47,0,20,10,551.86 ,0.64 ,23.17 ,134.05 ,1564.16 ,1.03 ,4.99 ,52.46 ,27.49 ,49.94 ,2,Prediction,"Xu et al., 2018",2014
18225,5179,18.675,109.8739,0,0,13.11,0,100,50,551.86 ,0.64 ,23.17 ,134.05 ,1564.16 ,1.03 ,5.13 ,49.12 ,28.69 ,51.29 ,2,Prediction,"Xu et al., 2018",2014
18226,5180,18.6789,109.9481,0,0,4.5,0,20,10,170.65 ,0.60 ,24.59 ,129.92 ,1615.00 ,0.97 ,5.07 ,50.29 ,30.41 ,50.68 ,2,Prediction,"Xu et al., 2018",2014
18227,5180,18.6789,109.9481,0,0,13.8,0,100,50,170.65 ,0.60 ,24.59 ,129.92 ,1615.00 ,0.97 ,5.20 ,50.01 ,29.52 ,52.03 ,2,Prediction,"Xu et al., 2018",2014
18228,5181,18.6969,109.8783,0,0,4.69,0,20,10,732.94 ,0.60 ,21.92 ,139.50 ,1475.00 ,1.13 ,4.85 ,44.96 ,31.12 ,48.54 ,2,Prediction,"Xu et al., 2018",2014
18229,5181,18.6969,109.8783,0,0,13.04,0,100,50,732.94 ,0.60 ,21.92 ,139.50 ,1475.00 ,1.13 ,5.02 ,42.48 ,30.92 ,50.17 ,2,Prediction,"Xu et al., 2018",2014
18230,5182,18.6789,109.9475,0,0,5.19,0,20,10,168.08 ,0.59 ,24.59 ,129.92 ,1615.00 ,0.97 ,5.05 ,49.26 ,31.43 ,50.54 ,2,Prediction,"Xu et al., 2018",2014
18231,5182,18.6789,109.9475,0,0,12.11,0,100,50,168.08 ,0.59 ,24.59 ,129.92 ,1615.00 ,0.97 ,5.21 ,49.63 ,29.97 ,52.08 ,2,Prediction,"Xu et al., 2018",2014
18232,5183,18.6864,109.8522,0,0,5.27,0,20,10,491.00 ,0.69 ,22.42 ,136.38 ,1517.23 ,1.08 ,4.93 ,53.37 ,26.51 ,49.31 ,2,Prediction,"Xu et al., 2018",2014
18233,5183,18.6864,109.8522,0,0,18.67,0,100,50,491.00 ,0.69 ,22.42 ,136.38 ,1517.23 ,1.08 ,5.04 ,46.99 ,29.46 ,50.41 ,2,Prediction,"Xu et al., 2018",2014
18234,5184,18.6847,109.9103,0,0,5.3,0,20,10,307.63 ,0.59 ,23.80 ,132.34 ,1572.99 ,1.01 ,4.99 ,48.92 ,30.80 ,49.93 ,2,Prediction,"Xu et al., 2018",2014
18235,5184,18.6847,109.9103,0,0,15.21,0,100,50,307.63 ,0.59 ,23.80 ,132.34 ,1572.99 ,1.01 ,5.12 ,46.67 ,31.80 ,51.23 ,2,Prediction,"Xu et al., 2018",2014
18236,5185,18.77,109.9361,0,0,6.23,0,20,10,485.68 ,0.69 ,22.95 ,138.00 ,1518.00 ,1.09 ,5.03 ,47.36 ,29.60 ,50.34 ,2,Prediction,"Xu et al., 2018",2014
18237,5185,18.77,109.9361,0,0,23.34,0,100,50,485.68 ,0.69 ,22.95 ,138.00 ,1518.00 ,1.09 ,5.13 ,44.38 ,31.13 ,51.32 ,2,Prediction,"Xu et al., 2018",2014
18238,5186,18.7186,109.8475,0,0,6.29,0,20,10,740.09 ,0.64 ,21.50 ,141.42 ,1451.00 ,1.17 ,4.78 ,42.50 ,32.37 ,47.79 ,2,Prediction,"Xu et al., 2018",2014
18239,5186,18.7186,109.8475,0,0,17.4,0,100,50,740.09 ,0.64 ,21.50 ,141.42 ,1451.00 ,1.17 ,4.93 ,40.34 ,32.08 ,49.35 ,2,Prediction,"Xu et al., 2018",2014
18240,5187,18.7269,109.8389,0,0,7.18,0,20,10,929.33 ,0.64 ,20.25 ,148.42 ,1390.00 ,1.28 ,4.91 ,42.54 ,33.37 ,49.10 ,2,Prediction,"Xu et al., 2018",2014
18241,5187,18.7269,109.8389,0,0,20.59,0,100,50,929.33 ,0.64 ,20.25 ,148.42 ,1390.00 ,1.28 ,4.97 ,42.53 ,31.33 ,49.68 ,2,Prediction,"Xu et al., 2018",2014
18242,5188,18.7325,109.8614,0,0,8.25,0,20,10,1124.00 ,0.60 ,20.03 ,148.15 ,1381.25 ,1.29 ,4.67 ,41.87 ,33.43 ,46.72 ,2,Prediction,"Xu et al., 2018",2014
18243,5188,18.7325,109.8614,0,0,15.47,0,100,50,1124.00 ,0.60 ,20.03 ,148.15 ,1381.25 ,1.29 ,4.83 ,41.40 ,32.39 ,48.33 ,2,Prediction,"Xu et al., 2018",2014
18244,5189,18.7278,109.8914,0,0,8.33,0,20,10,934.17 ,0.69 ,20.62 ,145.33 ,1397.00 ,1.25 ,4.69 ,43.32 ,32.03 ,46.89 ,2,Prediction,"Xu et al., 2018",2014
18245,5189,18.7278,109.8914,0,0,15.48,0,100,50,934.17 ,0.69 ,20.62 ,145.33 ,1397.00 ,1.25 ,4.85 ,41.35 ,31.85 ,48.53 ,2,Prediction,"Xu et al., 2018",2014
18246,5190,18.7306,109.8669,0,0,8.48,0,20,10,1008.98 ,0.63 ,20.38 ,146.82 ,1393.72 ,1.26 ,4.75 ,43.20 ,32.51 ,47.48 ,2,Prediction,"Xu et al., 2018",2014
18247,5190,18.7306,109.8669,0,0,20.84,0,100,50,1008.98 ,0.63 ,20.38 ,146.82 ,1393.72 ,1.26 ,4.91 ,41.49 ,32.35 ,49.11 ,2,Prediction,"Xu et al., 2018",2014
18248,5191,21.87,112.9,0,0,3.29,0,20,10,187.96 ,(9999.00),22.07 ,178.43 ,1358.82 ,1.58 ,5.07 ,53.28 ,23.39 ,50.66 ,2,Prediction,"Xu et al., 2018",2014
18249,5191,21.87,112.9,0,0,5.55,0,100,50,187.96 ,(9999.00),22.07 ,178.43 ,1358.82 ,1.58 ,5.17 ,47.67 ,24.91 ,51.68 ,2,Prediction,"Xu et al., 2018",2014
18250,5192,23.08,113.18,0,0,3.35,0,20,10,0.00 ,0.29 ,22.43 ,144.42 ,1276.00 ,1.36 ,5.43 ,42.57 ,27.18 ,54.29 ,5,Prediction,"Xu et al., 2018",2014
18251,5192,23.08,113.18,0,0,5.98,0,100,50,0.00 ,0.29 ,22.43 ,144.42 ,1276.00 ,1.36 ,5.53 ,35.86 ,30.72 ,55.30 ,5,Prediction,"Xu et al., 2018",2014
18252,5193,21.92,112.97,0,0,3.51,0,20,10,123.74 ,(9999.00),22.01 ,178.00 ,1333.00 ,1.60 ,5.08 ,51.93 ,23.09 ,50.78 ,2,Prediction,"Xu et al., 2018",2014
18253,5193,21.92,112.97,0,0,5.85,0,100,50,123.74 ,(9999.00),22.01 ,178.00 ,1333.00 ,1.60 ,5.09 ,45.99 ,25.72 ,50.93 ,2,Prediction,"Xu et al., 2018",2014
18254,5194,22.29,113.04,0,0,3.78,0,20,10,8.17 ,0.49 ,22.47 ,169.00 ,1369.00 ,1.48 ,5.39 ,33.60 ,36.06 ,53.95 ,2,Prediction,"Xu et al., 2018",2014
18255,5194,22.29,113.04,0,0,6.67,0,100,50,8.17 ,0.49 ,22.47 ,169.00 ,1369.00 ,1.48 ,5.74 ,32.00 ,36.73 ,57.36 ,2,Prediction,"Xu et al., 2018",2014
18256,5195,22.46,112.78,0,0,3.84,0,20,10,10.37 ,0.43 ,22.63 ,165.67 ,1366.00 ,1.45 ,5.51 ,64.13 ,17.46 ,55.11 ,7,Prediction,"Xu et al., 2018",2014
18257,5195,22.46,112.78,0,0,6.99,0,100,50,10.37 ,0.43 ,22.63 ,165.67 ,1366.00 ,1.45 ,5.53 ,52.46 ,21.63 ,55.32 ,7,Prediction,"Xu et al., 2018",2014
18258,5196,22.94,113.27,0,0,4.7,0,20,10,1.50 ,0.31 ,22.36 ,141.17 ,1325.00 ,1.28 ,5.25 ,34.08 ,31.05 ,52.50 ,7,Prediction,"Xu et al., 2018",2014
18259,5196,22.94,113.27,0,0,8.49,0,100,50,1.50 ,0.31 ,22.36 ,141.17 ,1325.00 ,1.28 ,5.29 ,29.75 ,32.94 ,52.93 ,7,Prediction,"Xu et al., 2018",2014
18260,5197,21.89,112.95,0,0,5.01,0,20,10,48.62 ,(9999.00),22.57 ,175.96 ,1386.82 ,1.52 ,5.07 ,53.61 ,23.46 ,50.74 ,2,Prediction,"Xu et al., 2018",2014
18261,5197,21.89,112.95,0,0,8.98,0,100,50,48.62 ,(9999.00),22.57 ,175.96 ,1386.82 ,1.52 ,5.10 ,47.87 ,26.24 ,51.02 ,2,Prediction,"Xu et al., 2018",2014
18262,5198,22.86,113.64,0,0,5.79,0,20,10,(3.66),(9999.00),22.51 ,148.92 ,1380.00 ,1.29 ,5.37 ,23.68 ,37.80 ,53.70 ,7,Prediction,"Xu et al., 2018",2014
18263,5198,22.86,113.64,0,0,12.4,0,100,50,(3.66),(9999.00),22.51 ,148.92 ,1380.00 ,1.29 ,5.40 ,24.29 ,37.15 ,53.99 ,7,Prediction,"Xu et al., 2018",2014
18264,5199,22.23,113.08,0,0,6.74,0,20,10,27.71 ,0.57 ,22.42 ,170.17 ,1355.00 ,1.51 ,5.54 ,26.24 ,39.49 ,55.41 ,5,Prediction,"Xu et al., 2018",2014
18265,5199,22.23,113.08,0,0,15.12,0,100,50,27.71 ,0.57 ,22.42 ,170.17 ,1355.00 ,1.51 ,5.61 ,30.80 ,37.55 ,56.14 ,5,Prediction,"Xu et al., 2018",2014
18266,5200,39.2,111.31,0,0,1.65,0,20,10,1168.72 ,0.28 ,6.95 ,36.02 ,1407.73 ,0.31 ,7.94 ,29.22 ,52.97 ,79.36 ,3,Prediction,"Xu et al., 2018",2014
18267,5201,27.7947,118.009,0,0,5.69,0,20,10,587.22 ,0.59 ,16.77 ,153.38 ,1291.24 ,1.42 ,4.88 ,41.52 ,37.01 ,48.82 ,2,Prediction,"Xu et al., 2018",2014
18268,5201,27.7947,118.009,0,0,11.74,0,100,50,587.22 ,0.59 ,16.77 ,153.38 ,1291.24 ,1.42 ,5.05 ,39.43 ,38.81 ,50.45 ,2,Prediction,"Xu et al., 2018",2014
18269,5202,27.8114,118.009,0,0,5.88,0,20,10,680.79 ,0.61 ,16.71 ,153.22 ,1284.85 ,1.43 ,4.82 ,36.14 ,39.69 ,48.17 ,2,Prediction,"Xu et al., 2018",2014
18270,5202,27.8114,118.009,0,0,13.83,0,100,50,680.79 ,0.61 ,16.71 ,153.22 ,1284.85 ,1.43 ,5.02 ,33.70 ,40.18 ,50.18 ,2,Prediction,"Xu et al., 2018",2014
18271,5203,26.9866,119.0952,0,0,6.22,0,20,10,1112.30 ,0.63 ,13.98 ,158.00 ,1123.00 ,1.69 ,4.81 ,44.95 ,36.30 ,48.11 ,2,Prediction,"Xu et al., 2018",2014
18272,5203,26.9866,119.0952,0,0,14.42,0,100,50,1112.30 ,0.63 ,13.98 ,158.00 ,1123.00 ,1.69 ,5.08 ,44.13 ,35.66 ,50.82 ,2,Prediction,"Xu et al., 2018",2014
18273,5204,26.8257,117.9471,0,0,6.76,0,20,10,211.22 ,0.39 ,19.26 ,139.54 ,1351.45 ,1.24 ,4.64 ,42.80 ,30.01 ,46.40 ,2,Prediction,"Xu et al., 2018",2014
18274,5204,26.8257,117.9471,0,0,14.59,0,100,50,211.22 ,0.39 ,19.26 ,139.54 ,1351.45 ,1.24 ,4.77 ,37.01 ,31.88 ,47.74 ,2,Prediction,"Xu et al., 2018",2014
18275,5205,26.86,104.33,0,0,3.85,0,20,10,2411.00 ,0.54 ,9.99 ,81.75 ,1018.00 ,0.96 ,5.97 ,20.81 ,42.07 ,59.66 ,2,Prediction,"Xu et al., 2018",2014
18276,5206,18.45,109.25,0,0,2.19,0,20,10,41.50 ,0.59 ,25.26 ,114.70 ,1701.70 ,0.81 ,5.40 ,47.65 ,32.78 ,53.98 ,3,Prediction,"Xu et al., 2018",2014
18277,5206,18.45,109.25,0,0,7.46,0,100,50,41.50 ,0.59 ,25.26 ,114.70 ,1701.70 ,0.81 ,5.58 ,45.99 ,34.61 ,55.79 ,3,Prediction,"Xu et al., 2018",2014
18278,5207,36.77,108.71,0,0,0.41,0,20,10,1346.00 ,0.38 ,8.46 ,38.42 ,1329.60 ,0.35 ,8.38 ,26.00 ,56.46 ,83.75 ,3,Prediction,"Xu et al., 2018",2014
18279,5208,37.02,108.56,0,0,0.4,0,20,10,1512.96 ,0.38 ,7.86 ,36.83 ,1329.99 ,0.33 ,8.17 ,27.01 ,55.62 ,81.73 ,4,Prediction,"Xu et al., 2018",2014
18280,5209,36.77,109.23,0,0,0.43,0,20,10,1186.48 ,0.37 ,9.35 ,40.58 ,1387.00 ,0.35 ,8.74 ,26.98 ,55.99 ,87.40 ,4,Prediction,"Xu et al., 2018",2014
18281,5210,36.82,109.17,0,0,0.44,0,20,10,1104.41 ,0.39 ,9.65 ,40.33 ,1400.00 ,0.35 ,8.67 ,31.01 ,53.19 ,86.75 ,1,Prediction,"Xu et al., 2018",2014
18282,5211,36.7408,109.2511,0,0,1.2,0,20,10,1203.98 ,0.39 ,9.30 ,41.05 ,1383.51 ,0.36 ,8.81 ,24.43 ,58.38 ,88.14 ,1,Prediction,"Xu et al., 2018",2014
18283,5313,36.456,95.7677,0,0,1.98,0,20,10,2775.00 ,0.05 ,5.07 ,4.08 ,1620.00 ,0.03 ,8.16 ,35.74 ,52.74 ,81.58 ,4,Prediction,"Huang et al., 2024",2014
18284,5314,29.3361,89.2874,0,0,0.33,0,20,10,3809.57 ,0.17 ,6.28 ,32.42 ,1525.00 ,0.25 ,8.19 ,62.41 ,27.83 ,81.92 ,4,Prediction,"Huang et al., 2024",2014
18285,5315,28.6513,87.1853,0,0,0.62,0,20,10,4368.80 ,0.06 ,3.71 ,37.33 ,1367.40 ,0.33 ,7.29 ,59.56 ,27.77 ,72.93 ,4,Prediction,"Huang et al., 2024",2014
18286,5316,29.1577,88.5436,0,0,1.03,0,20,10,3976.80 ,0.26 ,5.29 ,34.00 ,1462.25 ,0.28 ,8.01 ,62.02 ,28.00 ,80.11 ,4,Prediction,"Huang et al., 2024",2014
18287,5317,29.4294,85.8964,0,0,1.45,0,20,10,4909.06 ,0.13 ,0.23 ,20.25 ,1217.00 ,0.20 ,7.51 ,68.63 ,21.47 ,75.12 ,4,Prediction,"Huang et al., 2024",2014
18288,5318,28.5501,86.1618,0,0,1.84,0,20,10,5005.33 ,0.06 ,(0.49),28.15 ,1146.07 ,0.29 ,6.80 ,71.36 ,20.81 ,67.99 ,4,Prediction,"Huang et al., 2024",2014
18289,5319,35.7813,99.8849,0,0,2.43,0,20,10,3555.96 ,0.34 ,(0.01),30.48 ,1134.48 ,0.32 ,8.13 ,42.02 ,46.97 ,81.27 ,4,Prediction,"Huang et al., 2024",2014
18290,5320,30.068,90.4695,0,0,2.5,0,20,10,4302.19 ,0.09 ,3.01 ,32.67 ,1390.80 ,0.28 ,7.76 ,74.37 ,18.43 ,77.60 ,4,Prediction,"Huang et al., 2024",2014
18291,5321,28.5953,86.667,0,0,3.13,0,20,10,4370.44 ,0.20 ,3.66 ,38.74 ,1327.72 ,0.35 ,7.24 ,76.90 ,16.74 ,72.41 ,4,Prediction,"Huang et al., 2024",2014
18292,5322,29.2994,87.1529,0,0,3.23,0,20,10,4356.15 ,0.22 ,3.76 ,30.14 ,1360.62 ,0.27 ,7.66 ,52.18 ,34.26 ,76.59 ,4,Prediction,"Huang et al., 2024",2014
18293,5323,29.332,85.3772,0,0,3.42,0,20,10,4486.96 ,0.18 ,3.25 ,24.17 ,1303.00 ,0.22 ,7.85 ,67.68 ,22.44 ,78.47 ,4,Prediction,"Huang et al., 2024",2014
18294,5324,28.7493,86.3507,0,0,3.51,0,20,10,4563.03 ,0.13 ,3.16 ,31.64 ,1329.84 ,0.29 ,7.75 ,55.84 ,31.56 ,77.50 ,4,Prediction,"Huang et al., 2024",2014
18295,5325,29.0478,87.8496,0,0,3.8,0,20,10,4124.90 ,0.13 ,4.74 ,36.56 ,1409.71 ,0.31 ,7.90 ,52.75 ,35.35 ,79.00 ,4,Prediction,"Huang et al., 2024",2014
18296,5326,29.4816,86.5062,0,0,4.49,0,20,10,4715.17 ,0.06 ,1.69 ,21.70 ,1286.80 ,0.20 ,7.56 ,55.30 ,30.96 ,75.62 ,4,Prediction,"Huang et al., 2024",2014
18297,5327,30.4947,91.0685,0,0,4.69,0,20,10,4310.00 ,0.29 ,2.48 ,34.92 ,1361.00 ,0.31 ,8.01 ,61.22 ,27.57 ,80.08 ,4,Prediction,"Huang et al., 2024",2014
18298,5328,35.6572,99.9307,0,0,5.06,0,20,10,3446.00 ,0.32 ,0.76 ,30.36 ,1174.00 ,0.31 ,8.03 ,32.85 ,53.95 ,80.26 ,4,Prediction,"Huang et al., 2024",2014
18299,5329,35.6307,99.5461,0,0,6.8,0,20,10,3934.72 ,0.32 ,(2.15),30.00 ,1029.00 ,0.35 ,7.95 ,31.95 ,53.97 ,79.45 ,4,Prediction,"Huang et al., 2024",2014
18300,5330,29.8409,91.7255,0,0,7.07,0,20,10,3810.98 ,0.27 ,5.33 ,32.33 ,1467.41 ,0.26 ,7.80 ,45.45 ,41.86 ,78.01 ,4,Prediction,"Huang et al., 2024",2014
18301,5331,35.8801,99.9559,0,0,7.4,0,20,10,3356.58 ,0.31 ,0.58 ,29.83 ,1146.00 ,0.31 ,8.11 ,31.61 ,54.81 ,81.13 ,4,Prediction,"Huang et al., 2024",2014
18302,5332,36.398,100.9591,0,0,7.96,0,20,10,3300.00 ,0.22 ,0.88 ,37.08 ,1133.00 ,0.39 ,8.11 ,35.22 ,52.40 ,81.14 ,4,Prediction,"Huang et al., 2024",2014
18303,5333,35.8273,99.6542,0,0,8,0,20,10,3761.84 ,0.38 ,(0.80),29.67 ,1106.00 ,0.32 ,7.99 ,30.74 ,55.03 ,79.89 ,4,Prediction,"Huang et al., 2024",2014
18304,5334,28.9162,87.4329,0,0,11.63,0,20,10,5090.47 ,0.12 ,(1.61),20.58 ,1144.81 ,0.22 ,6.77 ,46.15 ,37.64 ,67.69 ,4,Prediction,"Huang et al., 2024",2014
18305,5335,35.0701,92.9934,0,0,0.47,0,20,10,4670.00 ,0.11 ,(4.88),22.75 ,987.00 ,0.28 ,8.04 ,72.40 ,18.04 ,80.42 ,7,Prediction,"Huang et al., 2024",2014
18306,5336,34.2441,92.4701,0,0,0.59,0,20,10,4550.39 ,0.24 ,(3.68),23.33 ,1046.00 ,0.27 ,8.10 ,63.32 ,25.08 ,81.04 ,4,Prediction,"Huang et al., 2024",2014
18307,5337,35.5159,93.8233,0,0,1,0,20,10,4556.68 ,0.14 ,(4.31),19.20 ,1040.87 ,0.22 ,8.08 ,71.62 ,16.82 ,80.76 ,6,Prediction,"Huang et al., 2024",2014
18308,5338,35.7779,94.3428,0,0,2.39,0,20,10,4036.00 ,(0.02),(1.34),12.92 ,1192.00 ,0.13 ,8.01 ,43.72 ,44.51 ,80.10 ,5,Prediction,"Huang et al., 2024",2014
18309,5339,35.3578,99.1612,0,0,3.87,0,20,10,4168.03 ,0.27 ,(3.28),30.33 ,973.16 ,0.37 ,8.04 ,54.53 ,34.44 ,80.41 ,4,Prediction,"Huang et al., 2024",2014
18310,5340,32.3449,96.4301,0,0,7.42,0,20,10,3696.54 ,0.19 ,4.01 ,42.33 ,1201.00 ,0.42 ,7.89 ,41.01 ,43.82 ,78.87 ,4,Prediction,"Huang et al., 2024",2014
18311,5341,32.8895,96.7637,0,0,9.77,0,20,10,4199.04 ,0.25 ,0.05 ,44.92 ,1056.00 ,0.51 ,8.00 ,40.28 ,45.94 ,79.98 ,4,Prediction,"Huang et al., 2024",2014
18312,5342,33.3374,97.3966,0,0,10.46,0,20,10,4229.22 ,0.37 ,(1.33),42.75 ,1018.00 ,0.50 ,7.72 ,41.11 ,44.86 ,77.22 ,4,Prediction,"Huang et al., 2024",2014
18313,5343,32.7439,96.6369,0,0,12.22,0,20,10,4101.05 ,0.35 ,0.53 ,45.33 ,1049.00 ,0.52 ,7.39 ,38.69 ,46.19 ,73.89 ,4,Prediction,"Huang et al., 2024",2014
18314,5344,33.1839,97.3963,0,0,13.36,0,20,10,4069.92 ,0.33 ,(0.44),43.50 ,1028.00 ,0.51 ,7.59 ,39.25 ,44.83 ,75.90 ,4,Prediction,"Huang et al., 2024",2014
18315,5345,30.2664,97.2711,0,0,4.4,0,20,10,4190.93 ,0.35 ,2.94 ,48.66 ,1149.28 ,0.51 ,7.94 ,45.81 ,41.20 ,79.42 ,4,Prediction,"Huang et al., 2024",2014
18316,5346,30.6123,97.0774,0,0,4.48,0,20,10,4507.95 ,0.28 ,0.96 ,48.83 ,1069.00 ,0.55 ,7.73 ,36.66 ,46.20 ,77.32 ,4,Prediction,"Huang et al., 2024",2014
18317,5347,31.4152,96.427,0,0,7.29,0,20,10,3984.46 ,0.40 ,2.69 ,47.32 ,1122.68 ,0.51 ,7.18 ,35.54 ,49.12 ,71.84 ,4,Prediction,"Huang et al., 2024",2014
18318,5348,29.6369,96.7199,0,0,8.62,0,20,10,4449.00 ,0.30 ,0.08 ,55.42 ,930.00 ,0.71 ,7.10 ,44.29 ,39.82 ,70.98 ,4,Prediction,"Huang et al., 2024",2014
18319,5349,36.26,106.32,0,0,1.54,0,20,10,1762.13 ,0.35 ,7.19 ,35.26 ,1163.08 ,0.36 ,8.12 ,30.56 ,54.96 ,81.16 ,4,Prediction,"Xu et al., 2018",2014
18320,5349,36.26,106.32,0,0,6.7,0,100,50,1762.13 ,0.35 ,7.19 ,35.26 ,1163.08 ,0.36 ,8.31 ,28.45 ,57.43 ,83.08 ,4,Prediction,"Xu et al., 2018",2014
18321,5350,36.29,106.31,0,0,1.69,0,20,10,1934.00 ,0.31 ,6.91 ,35.17 ,1159.00 ,0.36 ,8.11 ,31.20 ,55.78 ,81.15 ,4,Prediction,"Xu et al., 2018",2014
18322,5350,36.29,106.31,0,0,6.55,0,100,50,1934.00 ,0.31 ,6.91 ,35.17 ,1159.00 ,0.36 ,8.29 ,29.16 ,57.76 ,82.91 ,4,Prediction,"Xu et al., 2018",2014
18323,5351,36.27,106.28,0,0,1.81,0,20,10,1727.93 ,0.31 ,7.58 ,34.75 ,1188.00 ,0.35 ,8.13 ,35.67 ,49.85 ,81.26 ,4,Prediction,"Xu et al., 2018",2014
18324,5351,36.27,106.28,0,0,7,0,100,50,1727.93 ,0.31 ,7.58 ,34.75 ,1188.00 ,0.35 ,8.27 ,32.54 ,52.86 ,82.74 ,4,Prediction,"Xu et al., 2018",2014
18325,5352,36.28,106.35,0,0,1.87,0,20,10,1889.92 ,0.29 ,6.78 ,35.63 ,1145.35 ,0.37 ,8.10 ,29.29 ,56.32 ,81.02 ,4,Prediction,"Xu et al., 2018",2014
18326,5352,36.28,106.35,0,0,7.51,0,100,50,1889.92 ,0.29 ,6.78 ,35.63 ,1145.35 ,0.37 ,8.29 ,28.39 ,57.33 ,82.90 ,4,Prediction,"Xu et al., 2018",2014
18327,5353,36.22,106.27,0,0,1.96,0,20,10,1622.13 ,0.32 ,8.00 ,34.50 ,1201.00 ,0.34 ,8.20 ,38.69 ,47.54 ,81.98 ,1,Prediction,"Xu et al., 2018",2014
18328,5353,36.22,106.27,0,0,6.71,0,100,50,1622.13 ,0.32 ,8.00 ,34.50 ,1201.00 ,0.34 ,8.37 ,34.90 ,50.29 ,83.74 ,1,Prediction,"Xu et al., 2018",2014
18329,5354,36.25,106.38,0,0,2.24,0,20,10,2085.80 ,0.33 ,6.01 ,35.88 ,1116.62 ,0.39 ,8.04 ,16.38 ,65.60 ,80.43 ,4,Prediction,"Xu et al., 2018",2014
18330,5354,36.25,106.38,0,0,8.34,0,100,50,2085.80 ,0.33 ,6.01 ,35.88 ,1116.62 ,0.39 ,8.19 ,19.28 ,62.48 ,81.89 ,4,Prediction,"Xu et al., 2018",2014
18331,5355,36.31,106.29,0,0,2.65,0,20,10,1813.55 ,0.27 ,7.22 ,34.49 ,1178.22 ,0.35 ,8.14 ,30.48 ,55.62 ,81.39 ,4,Prediction,"Xu et al., 2018",2014
18332,5355,36.31,106.29,0,0,7.68,0,100,50,1813.55 ,0.27 ,7.22 ,34.49 ,1178.22 ,0.35 ,8.30 ,28.49 ,57.70 ,83.03 ,4,Prediction,"Xu et al., 2018",2014
